county,race,rate,ci_lower,ci_upper,moe,rse,risk_factor,gender
Bergen,Asian/Pacific Islander,7.4,14.6,10.6,,,Kidney and Renal Pelvis,Male
Bergen,Asian/Pacific Islander,~,~,~,,,Larynx,Male
Bergen,Asian/Pacific Islander,8,15.8,11.4,,,Leukemias,Male
Bergen,Asian/Pacific Islander,10.5,19.1,14.3,,,Liver and Intrahepatic Bile Duct,Male
Bergen,Asian/Pacific Islander,30.2,43.7,36.5,,,Lung and Bronchus,Male
Bergen,Asian/Pacific Islander,~,~,~,,,Male Breast,Male
Bergen,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Male
Bergen,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Male
Bergen,Asian/Pacific Islander,3.5,8.9,5.8,,,Myeloma,Male
Bergen,Asian/Pacific Islander,10.8,19.1,14.5,,,Non-Hodgkin Lymphoma,Male
Bergen,Asian/Pacific Islander,7.8,14.9,10.9,,,Oral Cavity and Pharynx,Male
Bergen,Asian/Pacific Islander,4.7,10.6,7.2,,,Pancreas,Male
Bergen,Asian/Pacific Islander,51.8,68.1,59.5,,,Prostate,Male
Bergen,Asian/Pacific Islander,14.6,24.4,19,,,Stomach,Male
Bergen,Asian/Pacific Islander,~,~,~,,,Testis,Male
Bergen,Asian/Pacific Islander,5.6,11.3,8,,,Thyroid,Male
Bergen,Asian/Pacific Islander,10.2,18.5,13.9,,,Urinary Bladder,Male
Bergen,Asian/Pacific Islander,272,295.7,283.6,,,All Cancer Sites Combined,Male and Female
Bergen,Asian/Pacific Islander,3,6.2,4.4,,,Brain and Other Nervous System,Male and Female
Bergen,Asian/Pacific Islander,3.5,8.1,5.4,,,Cervix,Male and Female
Bergen,Asian/Pacific Islander,24.1,31.6,27.7,,,Colon and Rectum,Male and Female
Bergen,Asian/Pacific Islander,11.8,18.9,15,,,"Corpus and Uterus, NOS",Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Esophagus,Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Male and Female
Bergen,Asian/Pacific Islander,6.3,10.5,8.2,,,Kidney and Renal Pelvis,Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Larynx,Male and Female
Bergen,Asian/Pacific Islander,6.4,10.8,8.4,,,Leukemias,Male and Female
Bergen,Asian/Pacific Islander,6.5,10.8,8.4,,,Liver and Intrahepatic Bile Duct,Male and Female
Bergen,Asian/Pacific Islander,23.9,31.7,27.6,,,Lung and Bronchus,Male and Female
Bergen,Asian/Pacific Islander,100.4,119.6,109.7,,,Male and Female Breast,Male and Female
Bergen,Asian/Pacific Islander,35.2,47,40.8,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Male and Female
Bergen,Asian/Pacific Islander,2.8,5.8,4.1,,,Myeloma,Male and Female
Bergen,Asian/Pacific Islander,9.1,13.9,11.3,,,Non-Hodgkin Lymphoma,Male and Female
Bergen,Asian/Pacific Islander,4.7,8.3,6.3,,,Oral Cavity and Pharynx,Male and Female
Bergen,Asian/Pacific Islander,6.1,11.8,8.6,,,Ovary,Male and Female
Bergen,Asian/Pacific Islander,5.6,9.6,7.4,,,Pancreas,Male and Female
Bergen,Asian/Pacific Islander,51.8,68.1,59.5,,,Prostate,Male and Female
Bergen,Asian/Pacific Islander,11.8,17.3,14.3,,,Stomach,Male and Female
Bergen,Asian/Pacific Islander,~,~,~,,,Testis,Male and Female
Bergen,Asian/Pacific Islander,13.3,18.7,15.8,,,Thyroid,Male and Female
Bergen,Asian/Pacific Islander,6.2,10.4,8.1,,,Urinary Bladder,Male and Female
Bergen,Black/African American,332.3,385.3,358,,,All Cancer Sites Combined,Female
Bergen,Black/African American,~,~,~,,,Brain and Other Nervous System,Female
Bergen,Black/African American,4.8,13.6,8.4,,,Cervix,Female
Bergen,Black/African American,24,40.4,31.4,,,Colon and Rectum,Female
Bergen,Black/African American,22.2,37.7,29.1,,,"Corpus and Uterus, NOS",Female
Bergen,Black/African American,~,~,~,,,Esophagus,Female
Bergen,Black/African American,101.6,131.8,115.9,,,Female Breast,Female
Bergen,Black/African American,34,52.4,42.5,,,"Female Breast, <i>in situ</i>",Female
Bergen,Black/African American,~,~,~,,,Hodgkin Lymphoma,Female
Bergen,Black/African American,~,~,~,,,Kaposi Sarcoma,Female
Bergen,Black/African American,8.9,19.6,13.4,,,Kidney and Renal Pelvis,Female
Bergen,Black/African American,~,~,~,,,Larynx,Female
Bergen,Black/African American,~,~,~,,,Leukemias,Female
Bergen,Black/African American,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Bergen,Black/African American,22.3,38.3,29.5,,,Lung and Bronchus,Female
Bergen,Black/African American,~,~,~,,,Melanomas of the Skin,Female
Bergen,Black/African American,~,~,~,,,Mesothelioma,Female
Bergen,Black/African American,9.1,20,13.7,,,Myeloma,Female
Bergen,Black/African American,9.8,21,14.6,,,Non-Hodgkin Lymphoma,Female
Bergen,Black/African American,~,~,~,,,Oral Cavity and Pharynx,Female
Bergen,Black/African American,5.9,14.8,9.6,,,Ovary,Female
Bergen,Black/African American,9.3,20.6,14.1,,,Pancreas,Female
Bergen,Black/African American,~,~,~,,,Stomach,Female
Bergen,Black/African American,7,17,11.2,,,Thyroid,Female
Bergen,Black/African American,~,~,~,,,Urinary Bladder,Female
Bergen,Black/African American,434.3,509.6,470.9,,,All Cancer Sites Combined,Male
Bergen,Black/African American,~,~,~,,,Brain and Other Nervous System,Male
Bergen,Black/African American,31.4,53.7,41.5,,,Colon and Rectum,Male
Bergen,Black/African American,~,~,~,,,Esophagus,Male
Bergen,Black/African American,~,~,~,,,Hodgkin Lymphoma,Male
Bergen,Black/African American,~,~,~,,,Kaposi Sarcoma,Male
Bergen,Black/African American,16.5,33.1,23.8,,,Kidney and Renal Pelvis,Male
Bergen,Black/African American,~,~,~,,,Larynx,Male
Bergen,Black/African American,13.9,31.7,21.6,,,Leukemias,Male
Bergen,Black/African American,~,~,~,,,Liver and Intrahepatic Bile Duct,Male
Bergen,Black/African American,25.1,47.3,35,,,Lung and Bronchus,Male
Bergen,Black/African American,~,~,~,,,Male Breast,Male
Bergen,Black/African American,~,~,~,,,Melanomas of the Skin,Male
Bergen,Black/African American,~,~,~,,,Mesothelioma,Male
Bergen,Black/African American,9.9,25.1,16.3,,,Myeloma,Male
Bergen,Black/African American,11.4,26.7,17.9,,,Non-Hodgkin Lymphoma,Male
Bergen,Black/African American,7.1,19,12,,,Oral Cavity and Pharynx,Male
Bergen,Black/African American,6.1,18.4,11.1,,,Pancreas,Male
Bergen,Black/African American,171.6,218.5,194,,,Prostate,Male
Bergen,Black/African American,~,~,~,,,Stomach,Male
Bergen,Black/African American,~,~,~,,,Testis,Male
Bergen,Black/African American,~,~,~,,,Thyroid,Male
Bergen,Black/African American,13.2,31.4,21,,,Urinary Bladder,Male
Bergen,Black/African American,377.9,420.7,398.9,,,All Cancer Sites Combined,Male and Female
Bergen,Black/African American,~,~,~,,,Brain and Other Nervous System,Male and Female
Bergen,Black/African American,4.8,13.6,8.4,,,Cervix,Male and Female
Bergen,Black/African American,29.7,42.9,35.8,,,Colon and Rectum,Male and Female
Bergen,Black/African American,22.2,37.7,29.1,,,"Corpus and Uterus, NOS",Male and Female
Bergen,Black/African American,~,~,~,,,Esophagus,Male and Female
Bergen,Black/African American,~,~,~,,,Hodgkin Lymphoma,Male and Female
Bergen,Black/African American,~,~,~,,,Kaposi Sarcoma,Male and Female
Bergen,Black/African American,13.7,22.8,17.8,,,Kidney and Renal Pelvis,Male and Female
Bergen,Black/African American,~,~,~,,,Larynx,Male and Female
Bergen,Black/African American,9,17.1,12.6,,,Leukemias,Male and Female
Bergen,Black/African American,3.9,9.4,6.2,,,Liver and Intrahepatic Bile Duct,Male and Female
Bergen,Black/African American,25.7,38.5,31.6,,,Lung and Bronchus,Male and Female
Bergen,Black/African American,101.6,131.8,115.9,,,Male and Female Breast,Male and Female
Bergen,Black/African American,34,52.4,42.5,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Bergen,Black/African American,~,~,~,,,Melanomas of the Skin,Male and Female
Bergen,Black/African American,~,~,~,,,Mesothelioma,Male and Female
Bergen,Black/African American,10.6,19.2,14.4,,,Myeloma,Male and Female
Bergen,Black/African American,12.1,21,16.1,,,Non-Hodgkin Lymphoma,Male and Female
Bergen,Black/African American,5.7,12,8.4,,,Oral Cavity and Pharynx,Male and Female
Bergen,Black/African American,5.9,14.8,9.6,,,Ovary,Male and Female
Bergen,Black/African American,9.4,17.6,13,,,Pancreas,Male and Female
Bergen,Black/African American,171.6,218.5,194,,,Prostate,Male and Female
Bergen,Black/African American,5.3,11.8,8.1,,,Stomach,Male and Female
Bergen,Black/African American,~,~,~,,,Testis,Male and Female
Bergen,Black/African American,4.6,10.4,7,,,Thyroid,Male and Female
Bergen,Black/African American,6.5,13.6,9.6,,,Urinary Bladder,Male and Female
Bergen,Hispanic/Latino,363.5,402.5,382.7,,,All Cancer Sites Combined,Female
Bergen,Hispanic/Latino,2.5,6.6,4.2,,,Brain and Other Nervous System,Female
Bergen,Hispanic/Latino,5.4,11,7.8,,,Cervix,Female
Bergen,Hispanic/Latino,24.1,35.3,29.3,,,Colon and Rectum,Female
Bergen,Hispanic/Latino,20.2,30,24.7,,,"Corpus and Uterus, NOS",Female
Bergen,Hispanic/Latino,~,~,~,,,Esophagus,Female
Bergen,Hispanic/Latino,106.2,127.3,116.4,,,Female Breast,Female
Bergen,Hispanic/Latino,36.2,48.7,42.1,,,"Female Breast, <i>in situ</i>",Female
Bergen,Hispanic/Latino,3.5,8.2,5.5,,,Hodgkin Lymphoma,Female
Bergen,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Female
Bergen,Hispanic/Latino,8.7,15.7,11.8,,,Kidney and Renal Pelvis,Female
Bergen,Hispanic/Latino,~,~,~,,,Larynx,Female
Bergen,Hispanic/Latino,6.4,12.6,9.1,,,Leukemias,Female
Bergen,Hispanic/Latino,4.9,10.8,7.4,,,Liver and Intrahepatic Bile Duct,Female
Bergen,Hispanic/Latino,20.1,30.8,25.1,,,Lung and Bronchus,Female
Bergen,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Female
Bergen,Hispanic/Latino,~,~,~,,,Mesothelioma,Female
Bergen,Hispanic/Latino,3.7,9,5.9,,,Myeloma,Female
Bergen,Hispanic/Latino,14.3,23.3,18.4,,,Non-Hodgkin Lymphoma,Female
Bergen,Hispanic/Latino,3.9,9.2,6.2,,,Oral Cavity and Pharynx,Female
Bergen,Hispanic/Latino,8.6,15.5,11.7,,,Ovary,Female
Bergen,Hispanic/Latino,10.9,19.2,14.7,,,Pancreas,Female
Bergen,Hispanic/Latino,7.7,14.7,10.8,,,Stomach,Female
Bergen,Hispanic/Latino,19.5,28.6,23.7,,,Thyroid,Female
Bergen,Hispanic/Latino,3.6,8.9,5.8,,,Urinary Bladder,Female
Bergen,Hispanic/Latino,397.5,447.7,422.1,,,All Cancer Sites Combined,Male
Bergen,Hispanic/Latino,4.9,11.5,7.7,,,Brain and Other Nervous System,Male
Bergen,Hispanic/Latino,29.3,44.4,36.3,,,Colon and Rectum,Male
Bergen,Hispanic/Latino,~,~,~,,,Esophagus,Male
Bergen,Hispanic/Latino,~,~,~,,,Hodgkin Lymphoma,Male
Bergen,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Male
Bergen,Hispanic/Latino,17.2,28.1,22.2,,,Kidney and Renal Pelvis,Male
Bergen,Hispanic/Latino,~,~,~,,,Larynx,Male
Bergen,Hispanic/Latino,11.1,20.8,15.4,,,Leukemias,Male
Bergen,Hispanic/Latino,6.3,14.1,9.7,,,Liver and Intrahepatic Bile Duct,Male
Bergen,Hispanic/Latino,27.5,42.6,34.5,,,Lung and Bronchus,Male
Bergen,Hispanic/Latino,~,~,~,,,Male Breast,Male
Bergen,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Male
Bergen,Hispanic/Latino,~,~,~,,,Mesothelioma,Male
Bergen,Hispanic/Latino,9,18.9,13.4,,,Myeloma,Male
Bergen,Hispanic/Latino,18.3,30.1,23.7,,,Non-Hodgkin Lymphoma,Male
Bergen,Hispanic/Latino,8.4,16.8,12.1,,,Oral Cavity and Pharynx,Male
Bergen,Hispanic/Latino,10.6,21.1,15.3,,,Pancreas,Male
Bergen,Hispanic/Latino,119.2,147.2,132.7,,,Prostate,Male
Bergen,Hispanic/Latino,6.4,14.8,10.1,,,Stomach,Male
Bergen,Hispanic/Latino,1.8,5.4,3.2,,,Testis,Male
Bergen,Hispanic/Latino,4.3,9.8,6.6,,,Thyroid,Male
Bergen,Hispanic/Latino,22.5,36.8,29.1,,,Urinary Bladder,Male
Bergen,Hispanic/Latino,379.9,410.4,394.9,,,All Cancer Sites Combined,Male and Female
Bergen,Hispanic/Latino,4.1,7.6,5.6,,,Brain and Other Nervous System,Male and Female
Bergen,Hispanic/Latino,5.4,11,7.8,,,Cervix,Male and Female
Bergen,Hispanic/Latino,28,36.9,32.2,,,Colon and Rectum,Male and Female
Bergen,Hispanic/Latino,20.2,30,24.7,,,"Corpus and Uterus, NOS",Male and Female
Bergen,Hispanic/Latino,1.7,4.6,2.9,,,Esophagus,Male and Female
Bergen,Hispanic/Latino,3,6.1,4.3,,,Hodgkin Lymphoma,Male and Female
Bergen,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Male and Female
Bergen,Hispanic/Latino,13.5,19.7,16.4,,,Kidney and Renal Pelvis,Male and Female
Bergen,Hispanic/Latino,~,~,~,,,Larynx,Male and Female
Bergen,Hispanic/Latino,9.3,14.6,11.7,,,Leukemias,Male and Female
Bergen,Hispanic/Latino,6.4,11.1,8.5,,,Liver and Intrahepatic Bile Duct,Male and Female
Bergen,Hispanic/Latino,24.8,33.6,29,,,Lung and Bronchus,Male and Female
Bergen,Hispanic/Latino,106.2,127.3,116.4,,,Male and Female Breast,Male and Female
Bergen,Hispanic/Latino,36.2,48.7,42.1,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Bergen,Hispanic/Latino,2.5,5.5,3.8,,,Melanomas of the Skin,Male and Female
Bergen,Hispanic/Latino,~,~,~,,,Mesothelioma,Male and Female
Bergen,Hispanic/Latino,6.6,11.5,8.8,,,Myeloma,Male and Female
Bergen,Hispanic/Latino,17.5,24.7,20.9,,,Non-Hodgkin Lymphoma,Male and Female
Bergen,Hispanic/Latino,6.6,11.3,8.7,,,Oral Cavity and Pharynx,Male and Female
Bergen,Hispanic/Latino,8.6,15.5,11.7,,,Ovary,Male and Female
Bergen,Hispanic/Latino,11.9,18.4,14.9,,,Pancreas,Male and Female
Bergen,Hispanic/Latino,119.2,147.2,132.7,,,Prostate,Male and Female
Bergen,Hispanic/Latino,8,13.1,10.3,,,Stomach,Male and Female
Bergen,Hispanic/Latino,1.8,5.4,3.2,,,Testis,Male and Female
Bergen,Hispanic/Latino,13,18.3,15.4,,,Thyroid,Male and Female
Bergen,Hispanic/Latino,12.2,18.7,15.3,,,Urinary Bladder,Male and Female
Bergen,White,466.3,484.3,475.2,,,All Cancer Sites Combined,Female
Bergen,White,6,8.5,7.2,,,Brain and Other Nervous System,Female
Bergen,White,5.6,8,6.7,,,Cervix,Female
Bergen,White,32.5,37.2,34.8,,,Colon and Rectum,Female
Bergen,White,30.5,35.1,32.8,,,"Corpus and Uterus, NOS",Female
Bergen,White,1,2,1.5,,,Esophagus,Female
Bergen,White,141.3,151.5,146.3,,,Female Breast,Female
Bergen,White,48.6,54.8,51.6,,,"Female Breast, <i>in situ</i>",Female
Bergen,White,3.3,5.4,4.3,,,Hodgkin Lymphoma,Female
Bergen,White,~,~,~,,,Kaposi Sarcoma,Female
Bergen,White,9.7,12.5,11,,,Kidney and Renal Pelvis,Female
Bergen,White,0.5,1.2,0.8,,,Larynx,Female
Bergen,White,11.5,14.6,12.9,,,Leukemias,Female
Bergen,White,3.7,5.3,4.4,,,Liver and Intrahepatic Bile Duct,Female
Bergen,White,48.6,54.1,51.3,,,Lung and Bronchus,Female
Bergen,White,15.7,19.3,17.4,,,Melanomas of the Skin,Female
Bergen,White,~,~,~,,,Mesothelioma,Female
Bergen,White,3.9,5.6,4.7,,,Myeloma,Female
Bergen,White,19.2,23,21,,,Non-Hodgkin Lymphoma,Female
Bergen,White,4.4,6.2,5.2,,,Oral Cavity and Pharynx,Female
Bergen,White,10.5,13.4,11.9,,,Ovary,Female
Bergen,White,12.2,15.1,13.6,,,Pancreas,Female
Bergen,White,4.5,6.4,5.4,,,Stomach,Female
Bergen,White,28.4,33.7,31,,,Thyroid,Female
Bergen,White,9.1,11.6,10.3,,,Urinary Bladder,Female
Bergen,White,518.4,538.2,528.2,,,All Cancer Sites Combined,Male
Bergen,White,7.1,9.9,8.4,,,Brain and Other Nervous System,Male
Bergen,White,42.2,48.1,45.1,,,Colon and Rectum,Male
Bergen,White,4.5,6.6,5.5,,,Esophagus,Male
Bergen,White,3.6,5.7,4.5,,,Hodgkin Lymphoma,Male
Bergen,White,0.5,1.5,0.9,,,Kaposi Sarcoma,Male
Bergen,White,23.4,27.8,25.5,,,Kidney and Renal Pelvis,Male
Bergen,White,3.2,5,4,,,Larynx,Male
Bergen,White,18.6,22.6,20.5,,,Leukemias,Male
Bergen,White,8.5,11.1,9.7,,,Liver and Intrahepatic Bile Duct,Male
Bergen,White,52.1,58.4,55.2,,,Lung and Bronchus,Male
Bergen,White,~,~,~,,,Male Breast,Male
Bergen,White,25.1,29.7,27.3,,,Melanomas of the Skin,Male
Bergen,White,1.2,2.4,1.7,,,Mesothelioma,Male
Bergen,White,7.8,10.4,9,,,Myeloma,Male
Bergen,White,26.6,31.4,28.9,,,Non-Hodgkin Lymphoma,Male
Bergen,White,14.1,17.6,15.8,,,Oral Cavity and Pharynx,Male
Bergen,White,15.4,18.9,17.1,,,Pancreas,Male
Bergen,White,124,133.5,128.7,,,Prostate,Male
Bergen,White,9.6,12.6,11,,,Stomach,Male
Bergen,White,6.7,9.7,8.1,,,Testis,Male
Bergen,White,9.8,13,11.3,,,Thyroid,Male
Bergen,White,38.1,43.6,40.8,,,Urinary Bladder,Male
Bergen,White,488.1,501.2,494.6,,,All Cancer Sites Combined,Male and Female
Bergen,White,6.8,8.6,7.7,,,Brain and Other Nervous System,Male and Female
Bergen,White,5.6,8,6.7,,,Cervix,Male and Female
Bergen,White,37.7,41.4,39.5,,,Colon and Rectum,Male and Female
Bergen,White,30.5,35.1,32.8,,,"Corpus and Uterus, NOS",Male and Female
Bergen,White,2.8,3.9,3.3,,,Esophagus,Male and Female
Bergen,White,3.7,5.2,4.4,,,Hodgkin Lymphoma,Male and Female
Bergen,White,0.3,0.7,0.5,,,Kaposi Sarcoma,Male and Female
Bergen,White,16.6,19.1,17.8,,,Kidney and Renal Pelvis,Male and Female
Bergen,White,1.8,2.7,2.2,,,Larynx,Male and Female
Bergen,White,15.1,17.5,16.2,,,Leukemias,Male and Female
Bergen,White,6.2,7.7,6.9,,,Liver and Intrahepatic Bile Duct,Male and Female
Bergen,White,50.6,54.7,52.6,,,Lung and Bronchus,Male and Female
Bergen,White,141.3,151.5,146.3,,,Male and Female Breast,Male and Female
Bergen,White,48.6,54.8,51.6,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Bergen,White,20.1,22.9,21.5,,,Melanomas of the Skin,Male and Female
Bergen,White,0.8,1.4,1.1,,,Mesothelioma,Male and Female
Bergen,White,5.9,7.3,6.6,,,Myeloma,Male and Female
Bergen,White,23.1,26.1,24.5,,,Non-Hodgkin Lymphoma,Male and Female
Bergen,White,9.2,11,10.1,,,Oral Cavity and Pharynx,Male and Female
Bergen,White,10.5,13.4,11.9,,,Ovary,Male and Female
Bergen,White,14.2,16.4,15.2,,,Pancreas,Male and Female
Bergen,White,124,133.5,128.7,,,Prostate,Male and Female
Bergen,White,7,8.7,7.8,,,Stomach,Male and Female
Bergen,White,6.7,9.7,8.1,,,Testis,Male and Female
Bergen,White,19.7,22.8,21.2,,,Thyroid,Male and Female
Bergen,White,22.2,24.9,23.5,,,Urinary Bladder,Male and Female
Burlington,All Races,484,507.4,495.5,,,All Cancer Sites Combined,Female
Burlington,All Races,5.3,8.3,6.7,,,Brain and Other Nervous System,Female
Burlington,All Races,5.2,8.4,6.7,,,Cervix,Female
Burlington,All Races,36.6,43.2,39.8,,,Colon and Rectum,Female
Burlington,All Races,30.1,36,32.9,,,"Corpus and Uterus, NOS",Female
Burlington,All Races,1.2,2.6,1.8,,,Esophagus,Female
Burlington,All Races,142,155,148.4,,,Female Breast,Female
Burlington,All Races,37.5,44.4,40.8,,,"Female Breast, <i>in situ</i>",Female
Burlington,All Races,2.3,4.5,3.3,,,Hodgkin Lymphoma,Female
Burlington,All Races,~,~,~,,,Kaposi Sarcoma,Female
Burlington,All Races,11.5,15.5,13.4,,,Kidney and Renal Pelvis,Female
Burlington,All Races,~,~,~,,,Larynx,Female
Burlington,All Races,11.4,15.4,13.3,,,Leukemias,Female
Burlington,All Races,2.8,4.8,3.7,,,Liver and Intrahepatic Bile Duct,Female
Burlington,All Races,52.9,60.4,56.5,,,Lung and Bronchus,Female
Burlington,All Races,17.9,22.9,20.3,,,Melanomas of the Skin,Female
Burlington,All Races,~,~,~,,,Mesothelioma,Female
Burlington,All Races,6.1,9,7.4,,,Myeloma,Female
Burlington,All Races,15.3,19.6,17.3,,,Non-Hodgkin Lymphoma,Female
Burlington,All Races,6,8.9,7.4,,,Oral Cavity and Pharynx,Female
Burlington,All Races,11,14.8,12.8,,,Ovary,Female
Burlington,All Races,13.6,17.6,15.5,,,Pancreas,Female
Burlington,All Races,4,6.4,5.1,,,Stomach,Female
Burlington,All Races,25.1,31.4,28.1,,,Thyroid,Female
Burlington,All Races,10.6,14.2,12.3,,,Urinary Bladder,Female
Burlington,All Races,568.5,595.5,581.9,,,All Cancer Sites Combined,Male
Burlington,All Races,6.9,10.4,8.6,,,Brain and Other Nervous System,Male
Burlington,All Races,42.8,50.6,46.6,,,Colon and Rectum,Male
Burlington,All Races,5.9,9,7.4,,,Esophagus,Male
Burlington,All Races,3.7,6.5,5,,,Hodgkin Lymphoma,Male
Burlington,All Races,~,~,~,,,Kaposi Sarcoma,Male
Burlington,All Races,25.5,31.6,28.4,,,Kidney and Renal Pelvis,Male
Burlington,All Races,3.5,5.9,4.5,,,Larynx,Male
Burlington,All Races,20.2,25.8,22.8,,,Leukemias,Male
Burlington,All Races,11.4,15.5,13.3,,,Liver and Intrahepatic Bile Duct,Male
Burlington,All Races,63.2,72.5,67.7,,,Lung and Bronchus,Male
Burlington,All Races,~,~,~,,,Male Breast,Male
Burlington,All Races,30.5,37.1,33.7,,,Melanomas of the Skin,Male
Burlington,All Races,0.8,2.3,1.4,,,Mesothelioma,Male
Burlington,All Races,7.2,10.6,8.7,,,Myeloma,Male
Burlington,All Races,24.1,30.1,27,,,Non-Hodgkin Lymphoma,Male
Burlington,All Races,14,18.4,16.1,,,Oral Cavity and Pharynx,Male
Burlington,All Races,14.9,19.7,17.2,,,Pancreas,Male
Burlington,All Races,147.6,161.1,154.2,,,Prostate,Male
Burlington,All Races,8.5,12.2,10.2,,,Stomach,Male
Burlington,All Races,5,8.2,6.4,,,Testis,Male
Burlington,All Races,9,12.9,10.9,,,Thyroid,Male
Burlington,All Races,41.5,49.3,45.3,,,Urinary Bladder,Male
Burlington,All Races,521.5,539,530.2,,,All Cancer Sites Combined,Male and Female
Burlington,All Races,6.4,8.6,7.4,,,Brain and Other Nervous System,Male and Female
Burlington,All Races,5.2,8.4,6.7,,,Cervix,Male and Female
Burlington,All Races,40.5,45.5,42.9,,,Colon and Rectum,Male and Female
Burlington,All Races,30.1,36,32.9,,,"Corpus and Uterus, NOS",Male and Female
Burlington,All Races,3.6,5.2,4.3,,,Esophagus,Male and Female
Burlington,All Races,3.3,5,4.1,,,Hodgkin Lymphoma,Male and Female
Burlington,All Races,~,~,~,,,Kaposi Sarcoma,Male and Female
Burlington,All Races,18.6,22.1,20.3,,,Kidney and Renal Pelvis,Male and Female
Burlington,All Races,2,3.2,2.5,,,Larynx,Male and Female
Burlington,All Races,15.8,19.1,17.4,,,Leukemias,Male and Female
