STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,NAME
New Jersey,NJ: Hunterdon County (34019),36.6,50.5,43.1,171,Incidence,309129,All Races,Male,Lung and Bronchus,2014-2018,47.3,64.3,55.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),22.7,34,27.9,109,Mortality,309129,All Races,Male,Lung and Bronchus,2014-2018,29,42.5,35.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,0,All Races,Male,Male Breast,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,0,All Races,Male,Male Breast,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),39,53.4,45.7,186,Incidence,309129,All Races,Male,Melanomas of the Skin,2014-2018,51.8,69.5,60.2,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Melanomas of the Skin,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,309129,All Races,Male,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.8,12.1,8.4,35,Incidence,309129,All Races,Male,Myeloma,2014-2018,7.9,15.7,11.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.9,8.2,5,+,Mortality,309129,All Races,Male,Myeloma,2014-2018,3.5,9.2,5.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),17.6,27.8,22.2,89,Incidence,309129,All Races,Male,Non-Hodgkin Lymphoma,2014-2018,23.1,35.4,28.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.1,9.8,6.4,26,Mortality,309129,All Races,Male,Non-Hodgkin Lymphoma,2014-2018,5.5,12.3,8.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),14.4,23.3,18.4,80,Incidence,309129,All Races,Male,Oral Cavity and Pharynx,2014-2018,20.5,32.2,25.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Oral Cavity and Pharynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),14.5,24,18.8,72,Incidence,309129,All Races,Male,Pancreas,2014-2018,18.2,29.3,23.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9.4,17.4,12.9,48,Mortality,309129,All Races,Male,Pancreas,2014-2018,11.4,20.6,15.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),107.8,129.3,118.1,527,Incidence,309129,All Races,Male,Prostate,2014-2018,156.2,185.7,170.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),15.6,25.8,20.2,68,Mortality,309129,All Races,Male,Prostate,2014-2018,17.1,27.9,22,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),6.8,13.5,9.6,40,Incidence,309129,All Races,Male,Stomach,2014-2018,9.2,17.6,12.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Stomach,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4,11.3,7,18,Incidence,309129,All Races,Male,Testis,2014-2018,3.5,9.2,5.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Testis,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.1,10,6.5,26,Incidence,309129,All Races,Male,Thyroid,2014-2018,5.5,12.3,8.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male,Thyroid,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),38.2,52.3,44.8,176,Incidence,309129,All Races,Male,Urinary Bladder,2014-2018,48.8,66,56.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.3,10.3,6.8,+,Mortality,309129,All Races,Male,Urinary Bladder,2014-2018,5,11.6,7.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),475.9,507.6,491.5,4172,Incidence,625581,All Races,Male and Female,All Cancer Sites Combined,2014-2018,646.8,687.4,666.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),126.2,142.5,134.1,1134,Mortality,625581,All Races,Male and Female,All Cancer Sites Combined,2014-2018,170.9,192.1,181.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),6.1,10.8,8.2,59,Incidence,625581,All Races,Male and Female,Brain and Other Nervous System,2014-2018,7.2,12.2,9.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.7,5.7,4,33,Mortality,625581,All Races,Male and Female,Brain and Other Nervous System,2014-2018,3.6,7.4,5.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.8,8.9,5.3,16,Incidence,316452,All Races,Male and Female,Cervix,2014-2018,2.9,8.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,316452,All Races,Male and Female,Cervix,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),35.7,44.9,40.1,336,Incidence,625581,All Races,Male and Female,Colon and Rectum,2014-2018,48.1,59.8,53.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9.4,14.4,11.7,100,Mortality,625581,All Races,Male and Female,Colon and Rectum,2014-2018,13,19.4,16,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),30.7,42.4,36.1,169,Incidence,316452,All Races,Male and Female,"Corpus and Uterus, NOS",2014-2018,45.7,62.1,53.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.1,10.6,7.4,34,Mortality,316452,All Races,Male and Female,"Corpus and Uterus, NOS",2014-2018,7.4,15,10.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),3.3,6.6,4.7,41,Incidence,625581,All Races,Male and Female,Esophagus,2014-2018,4.7,8.9,6.6,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),1.5,3.9,2.5,22,Mortality,625581,All Races,Male and Female,Esophagus,2014-2018,2.2,5.3,3.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.1,5.7,3.6,19,Incidence,625581,All Races,Male and Female,Hodgkin Lymphoma,2014-2018,1.8,4.7,3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,625581,All Races,Male and Female,Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,625581,All Races,Male and Female,Kaposi Sarcoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),.,.,.,.,Mortality,625581,All Races,Male and Female,Kaposi Sarcoma,2014-2018,.,.,.,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),12.7,18.5,15.4,130,Incidence,625581,All Races,Male and Female,Kidney and Renal Pelvis,2014-2018,17.4,24.7,20.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.6,5.7,3.9,32,Mortality,625581,All Races,Male and Female,Kidney and Renal Pelvis,2014-2018,3.5,7.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),1.7,4.1,2.7,24,Incidence,625581,All Races,Male and Female,Larynx,2014-2018,2.5,5.7,3.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,625581,All Races,Male and Female,Larynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),13.8,20,16.7,137,Incidence,625581,All Races,Male and Female,Leukemias,2014-2018,18.4,25.9,21.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.4,8.2,6.1,48,Mortality,625581,All Races,Male and Female,Leukemias,2014-2018,5.7,10.2,7.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),3.8,7.1,5.2,49,Incidence,625581,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,5.8,10.4,7.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.7,5.6,3.9,35,Mortality,625581,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,3.9,7.8,5.6,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),41.1,50.6,45.7,396,Incidence,625581,All Races,Male and Female,Lung and Bronchus,2014-2018,57.2,69.9,63.3,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),24.3,31.8,27.8,238,Mortality,625581,All Races,Male and Female,Lung and Bronchus,2014-2018,33.4,43.2,38,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),140.6,165.4,152.5,674,Incidence,316452,All Races,Male and Female,Male and Female Breast,2014-2018,197.2,229.7,213,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),14,22.5,17.8,82,Mortality,316452,All Races,Male and Female,Male and Female Breast,2014-2018,20.6,32.2,25.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),33.3,46.5,39.4,163,Incidence,316452,All Races,Male and Female,"Male and Female Breast, <i>in situ</i>",2014-2018,43.9,60.1,51.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),34,43.2,38.4,322,Incidence,625581,All Races,Male and Female,Melanomas of the Skin,2014-2018,46,57.4,51.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),1.4,3.8,2.4,21,Mortality,625581,All Races,Male and Female,Melanomas of the Skin,2014-2018,2.1,5.1,3.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Incidence,625581,All Races,Male and Female,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,625581,All Races,Male and Female,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.9,8.6,6.5,59,Incidence,625581,All Races,Male and Female,Myeloma,2014-2018,7.2,12.2,9.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.4,5.2,3.6,31,Mortality,625581,All Races,Male and Female,Myeloma,2014-2018,3.4,7,5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),17.4,23.9,20.5,178,Incidence,625581,All Races,Male and Female,Non-Hodgkin Lymphoma,2014-2018,24.4,33,28.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),3.5,6.8,4.9,42,Mortality,625581,All Races,Male and Female,Non-Hodgkin Lymphoma,2014-2018,4.8,9.1,6.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9.7,14.6,11.9,111,Incidence,625581,All Races,Male and Female,Oral Cavity and Pharynx,2014-2018,14.6,21.4,17.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,625581,All Races,Male and Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),9,16.2,12.2,56,Incidence,316452,All Races,Male and Female,Ovary,2014-2018,13.4,23,17.7,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),5.2,11,7.7,35,Mortality,316452,All Races,Male and Female,Ovary,2014-2018,7.7,15.4,11.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),13.2,18.9,15.8,137,Incidence,625581,All Races,Male and Female,Pancreas,2014-2018,18.4,25.9,21.9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),10.4,15.5,12.7,109,Mortality,625581,All Races,Male and Female,Pancreas,2014-2018,14.3,21,17.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),107.8,129.3,118.1,527,Incidence,309129,All Races,Male and Female,Prostate,2014-2018,156.2,185.7,170.5,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),15.6,25.8,20.2,68,Mortality,309129,All Races,Male and Female,Prostate,2014-2018,17.1,27.9,22,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4.9,8.7,6.6,56,Incidence,625581,All Races,Male and Female,Stomach,2014-2018,6.8,11.6,9,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),1.6,4.1,2.6,21,Mortality,625581,All Races,Male and Female,Stomach,2014-2018,2.1,5.1,3.4,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),4,11.3,7,18,Incidence,309129,All Races,Male and Female,Testis,2014-2018,3.5,9.2,5.8,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,309129,All Races,Male and Female,Testis,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),13.9,20.9,17.1,119,Incidence,625581,All Races,Male and Female,Thyroid,2014-2018,15.8,22.8,19,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,625581,All Races,Male and Female,Thyroid,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),23.3,30.6,26.7,229,Incidence,625581,All Races,Male and Female,Urinary Bladder,2014-2018,32,41.7,36.6,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),2.6,5.5,3.8,32,Mortality,625581,All Races,Male and Female,Urinary Bladder,2014-2018,3.5,7.2,5.1,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,All Cancer Sites Combined,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,All Cancer Sites Combined,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Brain and Other Nervous System,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Brain and Other Nervous System,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Cervix,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Cervix,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Colon and Rectum,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Colon and Rectum,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,"Corpus and Uterus, NOS",2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,"Corpus and Uterus, NOS",2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Esophagus,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Esophagus,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Female Breast,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Female Breast,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,"Female Breast, <i>in situ</i>",2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Hodgkin Lymphoma,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Kaposi Sarcoma,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),.,.,.,.,Mortality,667,American Indian/Alaska Native,Female,Kaposi Sarcoma,2014-2018,.,.,.,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Kidney and Renal Pelvis,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Larynx,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Larynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Leukemias,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Leukemias,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Lung and Bronchus,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Lung and Bronchus,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Melanomas of the Skin,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Melanomas of the Skin,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Mesothelioma,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Mesothelioma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Myeloma,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Myeloma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Ovary,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Ovary,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Pancreas,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Pancreas,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Stomach,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Stomach,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Thyroid,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Thyroid,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,667,American Indian/Alaska Native,Female,Urinary Bladder,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,667,American Indian/Alaska Native,Female,Urinary Bladder,2014-2018,~,~,~,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),-,-,-,-,Incidence,695,American Indian/Alaska Native,Male,All Cancer Sites Combined,2014-2018,-,-,-,Hunterdon County (34019)
New Jersey,NJ: Hunterdon County (34019),~,~,~,~,Mortality,695,American Indian/Alaska Native,Male,All Cancer Sites Combined,2014-2018,~,~,~,Hunterdon County (34019)
